"ENSG00000010278","CD9","K-562","11.3","FPKM","Low"
"ENSG00000010282","HHATL","K-562","0.0","FPKM","Not detected"
"ENSG00000010292","NCAPD2","K-562","30.9","FPKM","Medium"
"ENSG00000010295","IFFO1","K-562","0.0","FPKM","Not detected"
"ENSG00000010310","GIPR","K-562","2.3","FPKM","Low"
"ENSG00000010318","PHF7","K-562","1.4","FPKM","Low"
"ENSG00000010319","SEMA3G","K-562","0.0","FPKM","Not detected"
"ENSG00000010322","NISCH","K-562","11.8","FPKM","Low"
"ENSG00000010327","STAB1","K-562","0.1","FPKM","Not detected"
"ENSG00000010361","FUZ","K-562","1.3","FPKM","Low"
"ENSG00000010379","SLC6A13","K-562","0.1","FPKM","Not detected"
"ENSG00000010404","IDS","K-562","3.4","FPKM","Low"
"ENSG00000010438","PRSS3","K-562","0.0","FPKM","Not detected"
"ENSG00000010539","ZNF200","K-562","8.0","FPKM","Low"
"ENSG00000010610","CD4","K-562","0.0","FPKM","Not detected"
"ENSG00000010626","LRRC23","K-562","1.1","FPKM","Low"
"ENSG00000010671","BTK","K-562","36.6","FPKM","Medium"
"ENSG00000010704","HFE","K-562","0.3","FPKM","Not detected"
"ENSG00000010803","SCMH1","K-562","9.2","FPKM","Low"
"ENSG00000010810","FYN","K-562","3.0","FPKM","Low"
"ENSG00000010818","HIVEP2","K-562","0.1","FPKM","Not detected"
"ENSG00000010932","FMO1","K-562","0.0","FPKM","Not detected"
"ENSG00000011007","TCEB3","K-562","54.9","FPKM","High"
"ENSG00000011009","LYPLA2","K-562","22.8","FPKM","Medium"
"ENSG00000011021","CLCN6","K-562","7.7","FPKM","Low"
"ENSG00000011028","MRC2","K-562","5.7","FPKM","Low"
"ENSG00000011052","NME2","K-562","21.1","FPKM","Medium"
"ENSG00000011083","SLC6A7","K-562","0.0","FPKM","Not detected"
"ENSG00000011105","TSPAN9","K-562","0.5","FPKM","Low"
"ENSG00000011114","BTBD7","K-562","6.6","FPKM","Low"
"ENSG00000011132","APBA3","K-562","2.7","FPKM","Low"
"ENSG00000011143","MKS1","K-562","12.6","FPKM","Low"
"ENSG00000011198","ABHD5","K-562","18.2","FPKM","Low"
"ENSG00000011201","KAL1","K-562","0.0","FPKM","Not detected"
"ENSG00000011243","AKAP8L","K-562","35.8","FPKM","Medium"
"ENSG00000011258","MBTD1","K-562","12.9","FPKM","Low"
"ENSG00000011260","UTP18","K-562","55.8","FPKM","High"
"ENSG00000011275","RNF216","K-562","23.3","FPKM","Medium"
"ENSG00000011295","TTC19","K-562","4.2","FPKM","Low"
"ENSG00000011304","PTBP1","K-562","393.7","FPKM","High"
"ENSG00000011332","DPF1","K-562","2.8","FPKM","Low"
"ENSG00000011347","SYT7","K-562","0.0","FPKM","Not detected"
"ENSG00000011376","LARS2","K-562","24.0","FPKM","Medium"
